Question,A,B,C,D,Correct Answer,Feedback / Explanation
Anne Conti's real estate license will expire on June 30 of next year. By what date must she renew in order to avoid a monetary penalty?,Within 1 calendar year of the date of expiration,By the date of expiration; there is no grace period,Within 30 days of the date of expiration,Within 10 business days of the date of expiration,B. By the date of expiration; there is no grace period,"There is no grace period for renewal without monetary penalty after the license expires, so Anne must renew her license by June 30 of next year to avoid having to pay a penalty."
Which of the following statements is true of the licensing and duties of personal real estate assistants in South Carolina?,Any personal real estate assistant may insert factual details into form contracts with the supervising broker's oversight and approval.,Any personal real estate assistant must be licensed to work with a supervising broker.,Any personal real estate assistant must be unlicensed because only salespeople and brokers can hold licenses.,Any personal real estate assistant may show houses for their supervising broker.,A. Any personal real estate assistant may insert factual details into form contracts with the supervising broker's oversight and approval.,"Personal real estate assistants may be either licensed or unlicensed, depending on the range of duties to be performed. While unlicensed individuals are limited to ministerial duties and licensed individuals may show houses and perform more services for their supervising brokers, all personal real estate assistants may insert factual information into form contracts as long as this is done under the supervision of the employing broker."
What paperwork is a nonresident licensee required to file with the South Carolina Real Estate Commission?,An irrevocable consent to suit,A corpus delicti,A copy of his or her birth certificate,A writ of habeas corpus,A. An irrevocable consent to suit,A nonresident licensee must file an irrevocable consent to suit with the South Carolina Real Estate Commission.
"If an on-site property manager for an apartment complex is responsible for negotiating and signing apartment leases, does the individual need to be licensed as a real estate salesperson?","No, all on-site managers are exempt from licensing requirements","No, as long as they work directly under the supervision of the owner","Yes, on-site property managers must hold a real estate salesperson license","Yes, or a real estate property manager license","D. Yes, or a real estate property manager license","An on-site manager who negotiates and signs leases must have a real estate salesperson license, broker license, or property manager license."
Which of the following individuals is not exempt from the South Carolina License Act?,Todd leases apartments within a building he owns,Anne earns bonuses for recruiting prospective buyers and renters of real estate,Carol is a resident tenant who works part-time as a secretary,Selwyn is a resident maintenance worker and grounds person for a large apartment complex,B. Anne earns bonuses for recruiting prospective buyers and renters of real estate,"Unless an individual engages in an activity that requires a license, such as procuring prospective renters or buyers for real estate, the individual need not be licensed and is exempt from the provisions of the Act. NOTE: This question is asking who is NOT EXEMPT (would need to be licensed). All incorrect answers would be EXEMPT from needing a license."
Vivian decides to put her house on the market by herself. Is she required to have a real estate license?,"No, as long as she is a licensed attorney, she may sell her house without a license.","No, she does not need a real estate license to sell her own property.","Yes, a temporary license is required in order to legally sell her own house.","Yes, anyone who sells real property in South Carolina must first have a valid real estate license.","B. No, she does not need a real estate license to sell her own property.",Vivian does not need a real estate or attorney's license to sell her own property; individuals only need to be licensed as real estate salespersons or brokers if they intend to sell other people's property.
When do real estate licenses expire?,On the licensees' birthday,Every other year on June 30,Annually on June 30,Never; real estate licenses in South Carolina are granted in perpetuity,B. Every other year on June 30,South Carolina licenses expire every other year on June 30.
Which activity requires licensure as a real estate salesperson or broker?,Acting as the trustee of an estate,Building a new home,Auctioning farm land,Selling one's own house,C. Auctioning farm land,"Individuals may buy, sell, or construct their own homes or act as a trustee without a license, but licensure is required for anyone who engages in real estate activities, such as auctioning farm land."
Who is exempt from the continuing education requirements for license renewal in South Carolina?,"Sue, a 65 year-old licensee who has been active in the real estate business for over 30 years.","Leslie, a licensee who works for a referral company.","Eric, who completed his post license requirements for his first renewal and is going to renew his license for the second time.","Andrew, an inactive licensee who wishes to change to active status.","A. Sue, a 65 year-old licensee who has been active in the real estate business for over 30 years.","Sue, when she reached the age of 65 and a minimum of 25 years of licensure, became exempt from having to complete continuing education requirements."
What limitations are placed on a licensee on inactive status?,The licensee may not conduct any real estate activities while on inactive status.,The licensee may work part time as an assistant showing houses but may not be directly involved in real estate sales.,The licensee may work as a leasing agent for a property management company but may not be directly involved in real estate sales.,The licensee may receive compensation for referrals but may not be directly involved in real estate sales.,A. The licensee may not conduct any real estate activities while on inactive status.,"An inactive licensee is not permitted to conduct any real estate activities. Since receiving compensation for referrals, working as a leasing agent at a property management company, and showing houses are all considered to be real estate activities, they may not be performed by someone who is on inactive status."
"George finds a buyer for a relative's property and earns a commission from the sale. While depositing his check, George realizes he forgot to renew his real estate license 3 months ago. What penalty is he likely to incur?",A five-year ban on applying for a real estate license,"None, because there is a legal relationship between George and the seller","A maximum fine of $50,000, one year in prison, or both","A maximum fine of $500, six months in prison, or both","D. A maximum fine of $500, six months in prison, or both","Per Section 40-57-780 of the license law, a real estate broker, salesperson, or property manager who fails to renew or register their license and continues to engage in real estate business is guilty of a misdemeanor and, upon conviction, must be fined not more than five hundred dollars or imprisoned not more than six months, or both."
All of the following are requirements a broker-in-charge license applicant must meet in South Carolina EXCEPT:,Completion of education requirements dictated by the commission -- except as allowed by exemption,At least three years' experience as a licensed salesperson,Completion of all requirements for the property manager-in-charge license as a substitution for the broker-in-charge licensing requirements,Minimum age of 21,C. Completion of all requirements for the property manager-in-charge license as a substitution for the broker-in-charge licensing requirements,"The property manager-in-charge license is not identical to the broker-in-charge license, so requirements for the former cannot be substituted for the latter. Some exemptions for related education and experience are available for the broker-in-charge license, but applicants must generally be at least 21 years old and have been licensed for at least three years."
What is true regarding a property manager licensee's supervisor?,The property manager may work under one property manager-in-charge during the business week and a separate property manager-in-charge on weekends.,The property manager may be licensed with either a broker-in-charge or a property manager-in-charge -- but not both at the same time.,The property manager may be licensed under both a broker-in-charge and a property manager-in-charge simultaneously.,The property manager may be licensed only under a property manager-in-charge.,B. The property manager may be licensed with either a broker-in-charge or a property manager-in-charge -- but not both at the same time.,The property manager may only be licensed with one person at a time -- either a broker-in-charge or a property manager-in-charge -- and that person must be the same supervisor throughout the course of the week and weekend.
A real estate office/company's policy in South Carolina must include which of the following elements?,A policy on ethical awareness,A continuing education clause,A client arbitration clause,A policy on fair housing,D. A policy on fair housing,Every office/company policy in South Carolina must include a policy on fair housing.
"Regarding a broker-in-charge in South Carolina, what is true of his or her employment?",He or she is required to have at least a twenty-five percent interest in the company.,He or she may oversee more than one office only with commission approval.,He or she may oversee two offices within a 25-mile radius without commission approval.,He or she must have been licensed as a broker for at least 5 years.,B. He or she may oversee more than one office only with commission approval.,"Only with the commission's approval may a licensee be broker-in-charge of more than one office at a time, and there is no minimum experience requirement or specific ownership interest for a broker-in-charge."
"If a broker-in-charge becomes mentally incapacitated, what effect does this have on his or her real estate company?",An associate licensee may serve as the broker-in-charge for up to six months with approval of the commission.,The company may not continue business until a new broker-in-charge is selected.,The company may not accept any new clients but may continue to work with existing clients.,An associate licensee may serve as the broker-in-charge for up to 90 days before being required to obtain a broker-in-charge license.,A. An associate licensee may serve as the broker-in-charge for up to six months with approval of the commission.,"With the commission's approval, another salesperson may serve as the company's broker-in-charge for up to six months when the named broker-in-charge becomes mentally incapacitated."
How long is a broker-in-charge required to maintain leases and management agreements?,Indefinitely,for a minimum of three years,for a minimum of 7 years,for a minimum of five years,D. for a minimum of five years,A broker-in-charge must maintain records of leases and management agreements for five years.
Vera paid the required renewal fee for her salesperson's license but has not completed the mandatory continuing education requirements. What action may the South Carolina Real Estate Commission take?,Renew the license and charge a $25/month fee until Vera completes the mandatory continuing education,"Renew the license, giving Vera a grace period of 30 days to complete her continuing education",Return Vera's license renewal fee and refuse to renew the license,Place Vera's license on inactive status without penalty until she completes the continuing education requirement,D. Place Vera's license on inactive status without penalty until she completes the continuing education requirement,"Since Vera has paid the fee, the commission may place her license on inactive status, without penalty, until she fulfills the mandatory continuing education requirements."
Shaun is a real estate broker who wishes to become a property manager. Which of the following statements applies to Shaun?,He may manage property with his real estate broker's license,He must attend a 45-hour property manager course,He must be a broker-in-charge to manage property,He must obtain a property manager's license to reinforce his real estate license,A. He may manage property with his real estate broker's license,Shaun may manage property with his valid real estate broker's license.
How long does a broker-in-charge have to deposit cash received as earnest money?,Within 48 hours of contract ratification,Within 24 hours of receipt,Within 24 hours of contract ratification,Within 48 hours of receipt,D. Within 48 hours of receipt,"Per Section 40-57-136 of South Carolina Real Estate License Law, ""Trust funds received by a broker-in-charge in a real estate sales or exchange transaction must be deposited as follows in a separate real estate trust account: (i) cash or certified funds must be deposited within forty-eight hours of receipt (excluding Saturday, Sunday, and bank holidays); (ii) checks must be deposited within forty-eight hours after written acceptance of an offer by the parties to the transaction (excluding Saturday, Sunday, and bank holidays)."""
"Bob, a broker for the Browns (the buyers), delivers an offer to purchase to the listing broker, Leslie. The seller is out of town on business and will not see the offer for a week. How soon must Leslie deposit the earnest money check into the escrow account?",Within 48 hours of receipt,Within 48 hours of ratifying the contract,Within 24 hours of receipt,Within 24 hours of ratifying the contract,B. Within 48 hours of ratifying the contract,"Since the Browns' earnest money is in the form of a check, Leslie has until 48 hours after ratification of the contract to deposit the check into the escrow account."
Which of the following would NOT be grounds for revoking a broker's license in South Carolina?,Depositing earnest money into a personal checking account,Negotiating an excessive commission rate,Conviction of forgery,Guaranteeing future profit from the resale of property,B. Negotiating an excessive commission rate,"Since commission rates are always negotiable between the seller and the broker, a generous commission does not constitute grounds for revocation of a broker's license."
When does the South Carolina Real Estate Commission have the power to revoke a salesperson's license?,When he/she commingles earnest money with personal funds,When he or she enters an exclusive-listing contract,When he/she receives the employer's consent to represent a real estate broker other than his or her employer,When he or she attempts to represent a buyer,A. When he/she commingles earnest money with personal funds,"Commingling earnest money with personal money is prohibited and can result in revocation of a salesperson's license. Representing another broker with consent, representing a buyer, and entering an exclusive-listing agreement are all acceptable practices."
Which of the following actions may a licensee legally perform?,Arrange for a buyer client to pay the commission on a sale,Encourage a seller to reject a buyer's offer based on the fact that the buyer is an Muslim,Delay the closing on a transaction until the terms of the commission are settled,"Place a ""For Sale"" ad in a local circular before an anticipated listing is confirmed",A. Arrange for a buyer client to pay the commission on a sale,"Placing a ""For Sale"" ad without a confirmed listing, delaying a closing due to commission disputes, and encouraging a seller to reject an offer based on religious grounds are all actions in violation of the license law; however, arranging for a buyer to pay the commission on a sale is acceptable as long as the buyer agrees."
"Henry, a broker, reports a property sales price to a lender that is above the actual sales price. Is Henry in violation of the license law?","No, as long as the inflated price is no greater than the estimated closing costs for the property; this will enable the buyers to have a loan that covers all their costs.","No, as long as he does so with the buyer's consent for the purpose of helping the buyer obtain a comprehensive loan.","Yes, because this constitutes false reporting of information.","Yes, if the inflated price is greater than ten percent of the actual sales price","C. Yes, because this constitutes false reporting of information.","Reporting a sales price to a lender that is above the actual sales price constitutes reporting false information and may result in a fine, imprisonment, and/or revocation of license for Henry."
"What step must precede the placement of a ""For Sale"" sign on a listed property?",The broker must first get permission from the owner.,The broker must first get the consent of the multiple-listing service.,The broker must first get permission from the neighbors.,The broker must first sell the property.,A. The broker must first get permission from the owner.,"Before placing a ""For Sale"" sign on a property, the broker must have the owner's consent and the confirmed listing."
What information must a real estate licensee include in the advertisement of real property?,The licensee's box number or street address,The property owner's name,The name of the real estate company in whose name the ads are placed,A telephone number to call for more information,C. The name of the real estate company in whose name the ads are placed,"All advertising for real property must be done in the name of the employing real estate company; no other information, particularly the identification of the property owner, need be given."
Which of the following statements best describes the legality of net listings?,Net listings are legal because they provide maximum profit on collectible commissions.,Net listings are legal only with the advance approval of the commission.,Net listings are illegal in South Carolina.,Net listings are only legal when the seller gives consent,C. Net listings are illegal in South Carolina.,"A net listing is a listing which provides that the agent may retain, as compensation for his services all sums received over and above a net price to the owner. Net listings are illegal in South Carolina because they introduce a potential conflict of interest for the broker."
"Andrew, a broker, accepted a listing from a seller who said that he wanted to clear $70,000 on the sale of his house. Andrew then sold the home for $180,000, gave $70,000 to the seller, and kept the remaining $110,000 as commission. Which of the following is true in this situation?",Andrew should have given the seller a better appraisal of the value of his property when accepting the listing.,Andrew accepted an illegal net listing.,"As the seller's agent, Andrew had the duty to sell the property for the highest possible value.","Andrew's $110,000 commission exceeds the recommended guidelines.",B. Andrew accepted an illegal net listing.,"Andrew accepted an illegal net listing which, in this case, interfered with his ability to work in the seller's best interests."
How are commissions governed in the state of South Carolina?,Acceptable guidelines are published by the South Carolina Real Estate Commission.,Commissions are always negotiable between the broker and the client,Commissions are determined by local groups of brokers in each congressional district.,Commissions are set by law based on a percentage of the sale price.,B. Commissions are always negotiable between the broker and the client,Commissions are always fully negotiable and are not set by law or local custom.
Which of the following statements about commissions is false?,"Commissions may be paid by either the buyer, the seller, or both depending on the agreement reached",Commissions may not be shared with an unlicensed individual,Commissions are determined by mutual agreement between the broker and the principal,"Commissions may be shared with any individual, licensed or unlicensed, who assisted in bringing the buyer and the seller together","D. Commissions may be shared with any individual, licensed or unlicensed, who assisted in bringing the buyer and the seller together","Commissions may never be shared with an unlicensed individual who assisted in bringing the buyer and seller together, as this is a real estate act that requires a license to perform. However, commissions may be shared with unlicensed individuals in the form of client rebates. Commissions may be paid by either the buyer or the seller and are always fully negotiable between the broker and the principal. NOTE - This question asks ""Which of the following statements... is false"" which means it's looking for a false answer, and it's false that commissions may be shared with unlicensed individuals who assisted in bringing the buyer and seller together."
"In keeping with South Carolina mandates, a broker who has received earnest money from a buyer should take which of the following steps?",Establish an escrow account specifically for that transaction.,Secure the earnest money in a safe place at the broker's place of business until the closing.,Deposit the earnest money into the broker's personal account immediately (or by the next day) as partial payment of the commission.,Deposit the money into an existing escrow account established to hold earnest money deposits from all clients.,D. Deposit the money into an existing escrow account established to hold earnest money deposits from all clients.,Earnest money must be deposited into an escrow account established for the purpose of holding earnest money from all buyers. Commingling funds is illegal.
Which of the following is true of an account established to hold money belonging to others?,"The account must be labeled as ""escrow"" or ""trust"" on all checks, deposits slips, and bank statements","All records of the account must be labeled both ""trust"" and escrow.""",Each transaction must have a separate escrow account.,The account must be in a different bank than the broker's personal checking account.,"A. The account must be labeled as ""escrow"" or ""trust"" on all checks, deposits slips, and bank statements","The account may be labeled either ""trust"" or ""escrow,"" and the broker may open the account in any bank as long as it is separate from all personal accounts."
"Ralph Milton, a broker, manages three separate properties (owned by three individuals): The Landing, Berry Lane, and White River Complex. The Landing needs emergency repairs, but there is not enough money in The Landing's account to cover the costs. May Ralph temporarily borrow money from the escrow account of one of the other properties he manages?","Yes, since he is the managing agent for all three properties, he may transfer funds between escrow accounts on a temporary basis, as needed.","No, by doing so Ralph is violating regulations governing the proper handling of escrow funds.","No, Ralph must use personal funds if there is not enough money in the designated escrow account.","Yes, as long as there is a minimum of $1,000 left in the account and Ralph returns the funds borrowed within ten business days.","B. No, by doing so Ralph is violating regulations governing the proper handling of escrow funds.",Ralph has violated state law by using one client's escrow account funds to cover the costs of repairs to another client's property.
What piece of information is NOT required in a listing agreement?,An adequate description of the property to be sold,Recommended sales price of the property,Time duration of the listing,An automatic rollover clause that extends the length of the contract upon expiration (unless the seller provides written notice of cancellation to the agent),D. An automatic rollover clause that extends the length of the contract upon expiration (unless the seller provides written notice of cancellation to the agent),"A written listing agreement must include the time duration of the listing, a proposed sales price, and an adequate description of the property, but an automatic rollover provision that extends the duration of the listing is not permitted."
Which of the following disclosures need NOT be included in a listing contract according to South Carolina law?,An accounting of the agent's duties,The amount of compensation the agent will receive for the transaction,The net price the seller will receive at closing,"When applicable, the compensation that will be paid to cooperating brokers",C. The net price the seller will receive at closing,"A listing agreement must detail the agent's duties, the compensation the agent will receive, and (when applicable) the compensation that will be paid to cooperating brokers; the seller's net return, however, is not included in the listing agreement."
What action must a broker or licensed salesperson take upon receiving a listing for a property?,"Prepare a legible, signed, true, and correct copy of the listing for the person or persons signing it",Cooperate with other real estate offices that wish to market the property,Create a listing file with a unique number in compliance with the regulations established by the commission,Publicize the listing through advertisements in local newspapers,"A. Prepare a legible, signed, true, and correct copy of the listing for the person or persons signing it","The one step a broker must take upon obtaining a listing is to provide the person or persons signing the listing with a legible, signed, true, and correct copy of the listing agreement."
"When individuals believe they have been the targets of illegal discrimination, what legal redress do they have?",They may take their complaint to the Human Affairs Commission or HUD.,They may take their complaint to the Association of REALTORS®,They may file a complaint with the South Carolina Real Estate Commission.,They may file a complaint with the Attorney General of the state.,A. They may take their complaint to the Human Affairs Commission or HUD.,People who believe they may have the victims of illegal discrimination may take their complaints to the Human Affairs Commission or HUD.
"Kyle listed his house with Latham Realty on June 15, and the termination date specified in the listing was August 15. After one month, Kyle decided to remove his house from the market. Which of the following best describes the situation?",Kyle has signed a listing agreement that legally requires him to leave his house on the market until the specified termination date in August.,Kyle has canceled the agreement and will not incur any penalties.,Kyle has withdrawn the realty's authority to sell the property and may be subject to a penalty.,Kyle's action will be reviewed by the South Carolina Real Estate Commission to determine if it is acceptable.,C. Kyle has withdrawn the realty's authority to sell the property and may be subject to a penalty.,"Since Kyle has canceled the listing prior to the agreed-upon termination date, he may be responsible for some of the realty's expenses in attempting to sell the property. The Real Estate Commission will not be involved in settling the matter, however."
How long does an individual have to file a housing discrimination charge with the South Carolina Human Affairs Commission?,3 years,6 months,1 month,1 year,B. 6 months,An individual has six months to file a fair housing complaint with the South Carolina Human Affairs Commission.
From whom may a South Carolina real estate salesperson legally collect compensation?,From a licensed real estate broker,From his or her employing broker,From any principal in a transaction,From any party's designated representative,B. From his or her employing broker,A licensed real estate salesperson may only accept lawful compensation from his or her employing broker.
Under which circumstances is it permissible for a licensed salesperson to hold a concurrent license with more than one South Carolina broker?,Concurrent licensure is permissible only with the written consent of the South Carolina Real Estate Commission.,Concurrent licensure is never acceptable.,Concurrent licensure is perfectly acceptable and requires no special permission.,Concurrent licensure is acceptable only with the written consent of the brokers being represented.,B. Concurrent licensure is never acceptable.,Salespersons may only be licensed under one employing broker.
Alice is a broker-in-charge whose license has been suspended for two years. Which of the following is true of the associate brokers and salespeople who are licensed under Alice?,"Their licenses will be revoked, pending reinstatement of Alice's license.",Alice's suspension has no effect on the licenses of associate brokers and salespeople.,Their licenses will also be suspended for two years.,Their licenses must be returned to the real estate commission.,D. Their licenses must be returned to the real estate commission.,The licenses of all associate brokers and salespeople working under Alice must be returned to the commission and placed on inactive status until the licensees find a new qualified employing broker.
"Andrew Belkin, the broker-in-charge of Belkin Downtown Realty, decides to open a branch office in an adjacent community. Andrew applies for a branch office license for the new Belkin Suburban Realty office and names one of his associate licensees as the branch office manager. Given these facts, will Andrew receive approval for the branch office?","Yes, as long as the real estate commission agrees to allow Andrew to be broker-in-charge of two offices.","No, because a broker-in-charge may only oversee one office at a time.","No, because brokers are not allowed to have branch offices in multiple municipalities.","Yes, because the branch office name clearly identifies its relationship with the main office.","A. Yes, as long as the real estate commission agrees to allow Andrew to be broker-in-charge of two offices.","Since each office must have a broker-in-charge, Andrew must demonstrate his ability to fulfill the duties and responsibilities of the position for two separate locations; then, if the commission grants approval, Andrew will be granted the branch office license."
"Carol Powers is an associate broker who has decided to transfer from her present real estate company to a partnership with her best friend, who is a broker. What must she do before she can begin actively selling in the new partnership?",Carol's present employing broker must transfer Carol's associate broker's license to her new partner.,Carol must take her license to her best friend's brokerage and notify the real estate commission within three days of the transfer.,Carol's new partner must notify the real estate commission of the change and remit the proper forms and fees for the transfer.,Carol must notify her current Broker-in-Charge that she's leaving and fill out an online Transfer/Inactive Status Form.,D. Carol must notify her current Broker-in-Charge that she's leaving and fill out an online Transfer/Inactive Status Form.,"Before Carol can start selling, she must notify her current Broker-in-Charge that she's leaving and fill out the online form provided by the Real Estate Commission. This notifies the new Broker-in-Charge via email and doesn't require them to sign anything. If a license can't be transferred online, Carol will need to fill out a Transfer/Inactive Status Application and have her new Broker-in-Charge sign it, then send it to the Real Estate Commission."
How long does a broker have to notify the commission of a change in place of business?,20 days,15 days,5 days,10 days,D. 10 days,"When a licensed broker changes their place of business, they must notify the South Carolina Real Estate Commission within 10 days per Section 40-57-135 of SC license law."
A broker is required to perform all of the following actions in any real estate transaction except which one?,Ensure that the closing statement is accurate and that a copy of it is delivered to all parties in a transaction,Give an opinion about the condition of the seller's title to the property,Maintain records of all relevant documents for five years after the closing,Verify that the written purchase and sale agreement contains all the terms of the parties' agreement,B. Give an opinion about the condition of the seller's title to the property,A broker may not give a personal opinion of the condition of the seller's title to the property because doing so may constitute an unauthorized practice of law.
Which of the following will not necessarily lead to the payment of a commission?,Binding contract between seller and buyer,"Ready, willing, and able buyer",Closing of the title by buyer,Signed listing agreement,D. Signed listing agreement,"When a willing buyer and a willing seller enter a binding contract and close on a property, the salesperson or broker is generally entitled to a commission. Simply having a signed listing agreement, though, does not guarantee a commission."
What is required of every South Carolina real estate office?,Employment of at least one licensee,Adequate signage at the office location,An archive of complete escrow and transaction records for five years,An annual independent audit,C. An archive of complete escrow and transaction records for five years,Every South Carolina real estate office is required to maintain files of escrow accounts and transaction records for five years.
When is an individual considered legally competent in South Carolina?,21,13,25,18,D. 18,Age 18 is the age of legal competence in South Carolina.
What type of agreement need not be detailed in writing?,An exclusive-right-to-sell agreement,A multiple listing,An exclusive-agency listing,A three month lease,D. A three month lease,Leases for terms of less than a year need not be in writing to be enforceable.
"Carl Lorraine apartment complex has an established policy prohibiting pets. Anne, a young woman with a visual impairment who owns a guide dog, wishes to rent a unit in Carl Lorraine. Must the landlord make a concession to the ""no pets"" policy for Anne?","According to the South Carolina Fair Housing Act, the landlord may not prohibit a guide dog but may impose restrictions on the weight of the dog if Anne is to rent the unit.","In this case, according to the nondiscrimination provision of the South Carolina Fair Housing Act, the landlord must make a concession for Anne's guide dog and rent the unit to Anne.","As long as the landlord applies the ""no pets"" policy uniformly and in a nondiscriminatory manner, the landlord may oppose the guide dog and refuse to rent the unit.","Guide dogs are not specifically addressed within the South Carolina Fair Housing Act, so the landlord need not rent the unit to Anne.","B. In this case, according to the nondiscrimination provision of the South Carolina Fair Housing Act, the landlord must make a concession for Anne's guide dog and rent the unit to Anne.","South Carolina Fair Housing Act specifically prohibits landlords from refusing to rent units to people with visual impairments on the basis of a ""no pets"" policy and also prohibits landlords from establishing a weight limit for guide dogs."
Which of the following groups is NOT a protected class under the South Carolina Fair Housing Law?,Race,Sexual orientation,Disability,National origin,B. Sexual orientation,The Fair Housing Act mirrors federal legislation which does not include sexual orientation as a protected class.
For which of the following actions can a licensee have their license revoked?,For failing to disclose information about a murder on the site of a property to a potential buyer,For neglecting to inform a tenant that their security deposit will be held by the property owner rather than the management company,For arrest for possession of a controlled substance,For awarding compensation to a clerk to type contracts,B. For neglecting to inform a tenant that their security deposit will be held by the property owner rather than the management company,A licensee may have their license revoked if they fail to inform a tenant as to who will hold the security deposit or if they are convicted (not just arrested) of a drug offense.
Oscar sends his license renewal fee to the commission but does not have enough funds in his bank account to cover the fee. What action may the South Carolina Real Estate Commission take in this instance?,The commission must immediately cancel Oscar's license for failure to remit the appropriate renewal fee.,The commission may take disciplinary action against Oscar.,The commission must notify Oscar of the NSF and allow him an extension of 30 days to remit the appropriate fee by cashier's check or money order.,The commission may require Oscar's broker-in-charge to pay the renewal fee.,B. The commission may take disciplinary action against Oscar.,The commission may take disciplinary action against Oscar since his license renewal fee was returned for insufficient funds.
